residual_m
7.60699547093657e-05
4.6907634763162744e-05
-2.425345163543166e-05
8.380676011611227e-05
-0.0001415598852782528
-9.701496518260705e-05
-8.31910874010766e-06
-1.3922481599935509e-05
-7.44314053948984e-05
0.00011236938768222799
0.00013939788020387645
7.039874732257547e-05
-0.00021352135913824677
-0.00037120690944338666
3.400549066064313e-05
2.082235720932738e-05
9.998100465974862e-05
9.834201627270099e-05
1.673829825337068e-05
0.00012052340030743481
0.00010562668866625976
-8.069755010160704e-05
